Weight,Length1,Length2,Length3,Height,Width,Species_ID,Species
1074,32.1,39.6,29,11.6365,7.4476,5,Perch
736,26.9,9.9,39,5.5945,2.2762,5,Perch
313,36.5,19.7,34.9,3.939,5.1864,5,Perch
531,20.8,9.6,44.2,9.7359,6.5458,5,Perch
218,27.5,13.4,10.8,12.3844,6.9431,5,Perch
646,34.9,12.3,39.4,7.7628,3.4335,5,Perch
606,21.5,22,16.1,10.4633,4.6536,5,Perch
333,23.9,36.8,23.9,12.466,7.4836,5,Perch
994,23.6,10.1,37.2,10.2626,5.0144,5,Perch
747,23.7,29.9,17.7,10.83,1.7751,5,Perch
919,13.9,26.6,41,4.2761,6.4572,5,Perch
654,37.4,39.1,38.9,12.8953,5.2462,5,Perch
459,37.2,40.7,37.5,2.873,7.9795,5,Perch
538,24,18.2,30.9,3.5872,5.804,5,Perch
190,37.7,36.1,8.1,5.9676,6.7832,5,Perch
666,22.2,18.5,16.7,5.1394,3.5892,5,Perch
583,24.4,42,30.3,6.2647,4.6627,5,Perch
372,15.9,18.4,22.8,5.5866,3.8188,5,Perch
648,8.9,42.6,29,6.7254,5.101,5,Perch
335,7.7,17.6,21.3,10.2972,7.6456,5,Perch
998,30.7,12.8,13,8.4035,3.4224,5,Perch
1040,19.7,36.1,26.6,6.9052,7.6787,5,Perch
866,7.4,30.3,44.3,5.9756,6.4756,5,Perch
709,28.4,27.7,12.9,7.7989,2.422,5,Perch
540,10.6,13.9,19.5,12.8496,4.7972,5,Perch
559,25.2,30,14.1,12.0348,1.1455,5,Perch
721,37.6,16.3,44.1,4.1553,1.6077,5,Perch
8,14.4,27.8,35.1,9.1937,3.1001,5,Perch
467,22.3,9.1,44.4,8.3033,2.6609,5,Perch
735,25.6,20.1,22.8,3.0645,1.2823,5,Perch
7,32.7,36.1,43.1,3.0995,3.5562,5,Perch
302,38,11.7,30,4.3359,3.7652,5,Perch
177,29.5,8.8,25.5,3.1519,7.347,5,Perch
927,34.7,36.3,10.4,8.5113,7.3584,5,Perch
179,19.3,34.4,12.5,2.3087,5.1074,5,Perch
727,8.7,28.7,11.6,11.71,6.5307,5,Perch
368,19.8,18.7,18.3,5.2666,6.9368,5,Perch
438,23.3,15.3,29.8,6.34,2.0773,5,Perch
539,11.7,30.6,11.2,7.2468,5.4671,5,Perch
460,33.9,42.1,30.7,7.1797,1.0385,5,Perch
222,8.1,24.2,21.5,12.8772,5.0951,5,Perch
30,19,37.6,40.5,12.192,7.8968,5,Perch
892,31.9,42.4,32.7,10.9213,3.1404,5,Perch
636,38.1,9.8,43.8,5.9499,3.7117,5,Perch
341,36.4,42.5,33.6,10.499,4.1702,5,Perch
115,23.9,14.5,26.1,2.3429,2.7435,5,Perch
273,15.4,26,36.3,5.6264,7.5866,5,Perch
1097,36.2,36.8,41.8,6.851,6.4461,5,Perch
562,27,14.2,10.7,2.7149,1.2715,5,Perch
764,12.3,41.7,44.3,4.5376,5.915,5,Perch
1074,16.2,16.5,37.4,7.2022,2.7786,5,Perch
950,21.8,13.8,21.5,2.4526,4.3179,5,Perch
1079,13.5,38,43,10.8022,2.4744,5,Perch
371,35.8,35.4,31.6,9.7117,6.7836,5,Perch
429,11.1,40.1,40.5,3.9493,5.8554,5,Perch
789,35.8,23.7,44.4,12.725,4.3948,5,Perch
43,18.8,30.7,26.8,11.117,7.6045,5,Perch
444,23.3,9.7,36.9,6.6879,1.338,5,Perch
619,21.3,21.6,45.2,6.1581,2.0287,5,Perch
725,39.7,22.4,43.9,12.0528,3.2689,5,Perch
431,32.6,34.7,18.2,12.3556,4.1734,5,Perch
155,32.4,10.6,27,8.0295,6.5081,5,Perch
309,10.7,11.9,13.3,7.8831,4.7219,5,Perch
416,20.2,42.1,10,6.0234,5.8053,5,Perch
292,20.5,39.3,19,12.2808,6.9632,5,Perch
944,16.8,11.8,16.2,11.4734,7.8434,5,Perch
283,31.2,18.1,27.7,3.0274,7.4225,5,Perch
832,11.6,17.6,31.8,10.9532,4.9107,5,Perch
39,29.5,33.1,34.8,12.4631,1.493,5,Perch
324,18,26.1,41.4,4.155,2.9482,5,Perch
482,9,22.5,23,2.9165,3.7303,5,Perch
489,38.6,19.5,37.2,3.1873,1.0882,5,Perch
234,14.8,22.2,17.5,12.2216,1.9613,5,Perch
1038,24.9,10.1,42.6,10.7645,4.1736,5,Perch
954,19.6,36.3,33.3,10.9753,2.2225,5,Perch
717,35.2,22.7,38.2,10.1038,7.0111,5,Perch
811,7.2,26.5,40.8,3.0703,1.7243,5,Perch
973,8.6,21.5,11.5,8.1416,6.4788,5,Perch
114,37.2,11.5,32.6,3.8852,6.7028,5,Perch
257,14.3,23,12.8,8.2872,5.0864,5,Perch
139,7.4,35,30.4,5.3718,3.7918,5,Perch
111,21.1,26.3,26,2.4902,4.8833,5,Perch
363,21.5,23,38.1,5.342,5.5628,5,Perch
50,25.1,23.3,42.5,6.1084,7.4062,5,Perch
18,21.2,8.9,34.5,5.6267,4.379,5,Perch
515,17.5,43,9.6,11.0582,6.0188,5,Perch
529,27.5,13.9,9.8,5.9506,5.2896,5,Perch
753,38,27.8,17.8,4.7121,6.1197,5,Perch
579,17.6,18.8,10.9,9.673,5.7371,5,Perch
244,16.1,19.3,34.5,2.7761,3.3218,5,Perch
717,12.6,33.6,33.9,5.4065,4.7994,5,Perch
697,11.4,11,28.9,6.5945,7.3759,5,Perch
100,30.3,21.7,18.2,10.8735,4.6666,5,Perch
879,15,23.6,30.9,9.3617,3.8631,5,Perch
954,17.3,17.8,20.4,5.1203,2.4806,5,Perch
914,13.4,18.6,31.7,9.7122,2.2365,5,Perch
954,37.1,35.7,39.2,2.3036,2.3742,5,Perch
692,34.2,32.6,21.8,5.6098,5.8258,5,Perch
911,35.7,13.5,39.5,6.9555,6.1449,5,Perch
392,24.5,40.9,43.8,9.8367,1.5524,5,Perch
158,7.5,14.6,18.4,11.1369,1.5083,5,Perch
243,14.3,27.4,31.5,3.4469,5.6933,5,Perch
342,15.1,32.3,9.9,10.9791,1.2,5,Perch
681,20.4,33.2,29.3,12.3972,7.8769,5,Perch
577,37.6,41.6,43,6.426,3.7097,5,Perch
300,26.1,11.8,8.6,3.7568,4.992,5,Perch
585,7.9,17.9,15.5,8.5043,3.1144,5,Perch
620,29.3,41,44,8.9044,4.5836,5,Perch
615,12.9,30.3,32.2,3.8033,6.001,5,Perch
629,33.4,31.9,19.4,11.0469,2.4769,5,Perch
672,9.5,41.1,26.6,7.6413,1.1076,5,Perch
192,39.1,31.9,12.3,2.3344,3.4977,5,Perch
385,34.4,40,39.9,12.658,4.8419,5,Perch
1058,17,22.3,34.6,4.1556,2.3991,5,Perch
431,33.8,13,8.6,8.0511,2.0776,5,Perch
52,18.4,14.8,40.8,3.777,5.6361,5,Perch
1058,23.3,10.5,12,8.2238,6.4841,5,Perch
115,35.7,22.8,16.3,11.2088,4.3758,5,Perch
618,17,26.4,27.7,10.8645,2.5826,5,Perch
1025,26.5,40.8,20.9,4.8,6.4364,5,Perch
74,31.3,9.3,25,11.5863,5.7588,5,Perch
502,38.1,10.6,11.5,3.7579,5.7333,5,Perch
1074,19.6,26.6,45.6,9.1184,4.1223,5,Perch
710,15.3,38.2,37.9,9.6176,7.904,5,Perch
439,10.5,15.2,42.7,3.397,2.1496,5,Perch
556,39,23.4,39.6,5.2003,4.8897,5,Perch
98,15.7,13.2,15.9,5.8363,5.756,5,Perch
349,18.3,16.4,11.3,12.4071,3.2428,5,Perch
1078,21.8,26.3,36.9,9.0854,6.7808,5,Perch
262,22.7,33.9,38.1,6.7292,4.5977,5,Perch
738,21.5,35.2,36.5,3.3458,2.5788,5,Perch
473,32.6,40.8,41.6,7.867,6.7928,5,Perch
657,14.4,24.5,39.5,4.7202,4.9542,5,Perch
458,11.8,24,25.6,5.6226,6.4745,5,Perch
487,15.7,38,32.5,4.5155,3.6841,5,Perch
607,26.3,39.9,38.4,12.2441,1.0017,5,Perch
551,29.4,14.4,33.3,7.3348,1.002,5,Perch
261,24.2,17.6,12.8,4.2997,7.7236,5,Perch
12,16.6,27.4,21.1,10.9976,4.3034,5,Perch
159,17.2,11.1,17.1,12.9825,4.7149,5,Perch
219,31.9,42.2,36.6,11.1058,7.0995,5,Perch
326,20.3,41.4,38.8,9.04,2.6703,5,Perch
1053,33,34.4,25.7,5.6563,2.4942,5,Perch
840,33.6,34.6,24.3,11.3701,7.3684,5,Perch
814,28.3,12,20.2,7.4107,1.3087,5,Perch
806,36.6,9.3,19.9,6.2699,5.5152,5,Perch
224,24.1,19,45.1,12.0245,7.6838,5,Perch
378,34.1,12.4,9.7,4.1343,2.071,5,Perch
464,37,18,11.3,5.2131,4.4917,5,Perch
889,19.8,18.7,45.5,2.8822,4.1107,5,Perch
323,8.5,23.9,17.5,11.46,4.0259,5,Perch
643,33.1,35.5,8.7,12.4867,6.9478,5,Perch
659,33.4,14.7,33.4,11.8745,5.3528,5,Perch
639,26.8,38.1,37,3.6293,7.7487,5,Perch
641,36.7,35.4,13.6,6.3644,4.2718,5,Perch
758,11.5,23.4,39.9,6.978,3.1278,5,Perch
13,19.4,31.1,32.4,12.6245,3.883,5,Perch
744,26.5,31.4,39.2,5.2539,3.7834,5,Perch
586,19.7,39.6,34.7,2.1362,2.7879,5,Perch
749,31.1,41.2,8.3,4.895,1.2235,5,Perch
720,15.6,21.1,9.7,6.3094,2.2933,5,Perch
291,8.9,30.2,44.4,12.214,3.7961,5,Perch
945,10.5,30.8,9.8,2.6215,2.4189,5,Perch
500,30.8,9.3,27.8,4.1909,4.4419,5,Perch
482,16.4,30.5,41.3,6.6857,5.9518,5,Perch
1059,11.5,28.6,10.3,8.8406,1.9464,5,Perch
404,35.7,40,42.7,3.6383,5.5637,5,Perch
74,11.9,40.8,25.6,5.1531,2.0608,5,Perch
761,13.9,32.6,40.9,6.818,4.9554,5,Perch
856,21.2,33.6,45.3,11.1575,6.6174,5,Perch
514,33.2,22.4,18.6,9.3361,1.0459,5,Perch
1090,32.1,23.9,41.9,5.2869,6.96,5,Perch
783,17.8,14.9,39.3,2.9733,6.7818,5,Perch
500,21.5,28.6,21.8,12.8402,2.5366,5,Perch
182,27.3,28.1,42.3,4.7179,6.353,5,Perch
525,35.7,15.4,31.8,8.5317,3.3797,5,Perch
785,38.6,21.6,29.3,11.4925,1.2713,5,Perch
604,30.1,15,35,11.0563,7.851,5,Perch
930,28.5,17.3,11.5,6.5561,3.8374,5,Perch
908,17.9,24,29.1,4.6248,7.951,5,Perch
536,23.8,26.2,34.9,8.4276,4.4045,5,Perch
728,11.6,9.9,21.6,9.1965,7.6906,5,Perch
23,9.7,30,27.3,5.9105,6.1075,5,Perch
223,19.8,41,44.9,5.3097,2.4685,5,Perch
237,29.7,10.6,22.6,2.9583,3.2484,5,Perch
27,21.1,18,14.7,10.4055,4.7423,5,Perch
379,27.1,35.3,12.8,2.209,4.4385,5,Perch
524,30.9,38.2,34.2,8.5312,2.8695,5,Perch
95,18.2,42.9,20.4,9.2496,5.9578,5,Perch
150,25.5,15.8,8.8,11.8189,4.3856,5,Perch
680,9.5,37.7,23.4,9.9155,1.6175,5,Perch
323,31.7,29.1,32.1,6.4956,2.2565,5,Perch
36,31,18.8,13.3,3.8461,2.0646,5,Perch
1029,31,38.1,32.6,7.0235,3.7506,5,Perch
831,19.8,14,31.3,12.4192,3.9828,5,Perch
158,30.5,32.5,24.1,12.748,1.6023,5,Perch
526,8,8.7,16.7,5.846,1.0244,5,Perch
362,20.2,13,27.5,3.6699,3.1343,5,Perch
762,27.7,9.4,30.3,12.3653,2.7868,5,Perch
68,23.5,33,32.5,10.8794,2.3741,5,Perch
149,35.7,34.7,20,5.7871,4.0796,5,Perch
249,10.1,30,41.8,5.0953,6.8092,5,Perch
239,16.5,30.3,15.7,2.8353,7.0152,5,Perch
158,31.5,18.7,43.7,6.5088,1.7341,5,Perch
339,33.1,20.4,40.7,2.7446,6.9325,5,Perch
344,15.4,29.1,24.9,10.9574,3.0883,5,Perch
1008,27.2,36,33.9,11.8229,1.621,5,Perch
739,32,41.9,38.4,11.0307,2.8371,5,Perch
108,34.2,41.9,42.8,8.5915,6.4105,5,Perch
263,25.2,39.5,9.5,6.4546,6.1741,5,Perch
175,8.1,38,27.2,10.5682,3.6356,5,Perch
118,7.4,33.2,23.8,12.2112,2.485,5,Perch
199,10,8.8,45.3,8.8494,1.547,5,Perch
801,33,12.7,37.2,3.3764,5.6469,5,Perch
448,34.2,27.5,28.1,3.5939,3.2858,5,Perch
841,20.9,15.7,16.1,2.1626,7.5093,5,Perch
138,23.3,32.3,45.9,7.4055,6.4561,5,Perch
968,30.6,40.7,22.2,2.1592,7.313,5,Perch
427,19.6,15.1,12.5,3.5382,4.9405,5,Perch
970,8.7,11.7,13.6,10.7059,1.5162,5,Perch
138,21.6,15.5,12.2,12.4045,6.9325,5,Perch
729,21,32.7,35.4,6.0941,4.4236,5,Perch
505,32.2,21.2,36.2,2.8244,1.9078,5,Perch
264,28.4,15.1,44,4.4624,3.5785,5,Perch
199,31.1,13.5,40,8.6533,3.1076,5,Perch
626,15.3,17.8,20.8,7.0538,2.4368,5,Perch
531,39.1,18.5,9.8,12.0534,5.2223,5,Perch
141,32.6,13.7,12,10.5128,5.7649,5,Perch
1015,26.7,33.6,21.7,8.0369,7.2525,5,Perch
361,36,31.7,14.5,10.3668,2.8305,5,Perch
774,15.1,27,26.4,8.3634,2.7545,5,Perch
1063,35.3,24.1,17.3,9.8552,1.7243,5,Perch
352,27.7,30.1,30.9,10.1154,3.1287,5,Perch
499,20.9,17.6,18.4,8.0007,6.9883,5,Perch
342,26.9,9.8,21.5,11.4365,5.9141,5,Perch
643,16.4,16.5,23.1,8.1155,4.3061,5,Perch
23,18.3,33.2,27.8,10.1107,1.7631,5,Perch
311,38.1,40.4,16.3,7.6126,6.1132,5,Perch
180,7.4,26.6,10.9,4.9448,1.0084,5,Perch
408,37.8,18.5,20.1,9.9623,5.8407,5,Perch
258,29.8,40.4,43.1,4.7749,1.1211,5,Perch
323,17.2,40.4,12.6,9.7112,3.8397,5,Perch
423,35,16.2,15.7,4.9806,6.6417,5,Perch
905,14.2,25.1,20,12.6846,4.3974,5,Perch
267,30.6,32,40.2,4.1072,3.8138,5,Perch
449,11.5,35.3,17.6,9.3067,3.0568,5,Perch
520,20.2,14.6,36.9,7.9826,7.3958,5,Perch
314,25.8,20.4,31.1,5.9942,3.5461,5,Perch
383,30.4,23.5,35.9,8.6972,1.0251,5,Perch
1020,13.2,30.2,33.6,10.3326,5.5017,5,Perch
394,30.2,22.9,35.2,7.6822,1.3911,5,Perch
279,22.6,15.5,44.3,12.9172,6.6448,5,Perch
584,13.3,11.8,19,4.1963,2.0449,5,Perch
609,24.1,12.4,39.1,12.6883,2.2609,5,Perch
209,32.1,33.3,27.1,4.9354,1.3626,5,Perch
419,20.6,38.5,40.4,9.2065,5.9142,5,Perch
733,35.8,42.8,23.2,7.8223,1.1883,5,Perch
801,33.9,32.5,23.6,6.3326,2.2266,5,Perch
52,7.4,39.9,36.9,11.9596,6.8004,5,Perch
186,29.5,22.7,30.8,3.409,2.4802,5,Perch
842,36.6,30.5,10.4,6.7875,3.274,5,Perch
255,32.7,12.8,31.5,2.7049,2.2608,5,Perch
536,7.6,29.8,41.1,8.4043,1.2215,5,Perch
194,32.1,21.8,42,3.1116,1.8253,5,Perch
443,35.3,17.3,45.9,12.4863,1.4712,5,Perch
991,29.2,26.7,33.2,8.3784,7.2323,5,Perch
145,30.5,30.2,44.3,8.3603,2.0314,5,Perch
699,14.1,35,19.1,10.3847,4.4184,5,Perch
327,21.1,24.7,39,9.3944,6.0937,5,Perch
175,36.1,18.7,13,5.1628,5.6624,5,Perch
900,14.6,39.7,16.5,2.5493,6.2693,5,Perch
676,14.8,40.9,29.2,5.3591,1.5323,5,Perch
22,15.3,26.2,36.9,2.0513,3.8197,5,Perch
515,39.4,40.7,22,4.1302,1.6102,5,Perch
945,34.2,10.9,43.4,4.6872,1.012,5,Perch
1052,12.9,16.9,9.6,2.3218,5.0395,5,Perch
958,36.7,37.2,44.9,6.3053,1.6499,5,Perch
570,34.2,27.3,35.3,8.4393,5.4907,5,Perch
278,23.3,20,38.1,9.3273,7.2621,5,Perch
337,31.7,26.8,35.8,6.6056,4.1005,5,Perch
878,14.9,11.5,39.8,2.6332,6.519,5,Perch
947,7.2,37.9,44.2,4.8025,1.7444,5,Perch
340,27.6,33.5,30.5,3.7247,3.6223,5,Perch
80,27.5,24,19.4,4.8942,6.8238,5,Perch
652,34.6,13.1,18.2,5.1977,4.7788,5,Perch
835,36.1,27.7,10,2.2059,7.0978,5,Perch
275,22.8,30.6,29.2,3.4912,2.7994,5,Perch
1064,7.6,16.4,9.5,9.9991,6.9741,5,Perch
358,38.3,23.4,16.6,9.7368,3.9329,5,Perch
510,9,16.7,38.5,12.6676,4.8477,5,Perch
826,32,15.5,44.3,5.625,4.3598,5,Perch
885,19,34.7,39.8,5.9722,4.3299,5,Perch
803,29,23.4,32.3,11.2824,3.7374,5,Perch
726,33.6,11.3,41.3,11.7693,7.8651,5,Perch
659,27.1,29.1,24,4.6135,2.5517,5,Perch
316,24.2,34.7,36.2,8.1273,4.466,5,Perch
1014,32.6,27.3,21.6,6.3655,7.976,5,Perch
811,24,25.8,30.7,8.8334,6.2402,5,Perch
347,21.3,33,13.1,5.147,3.0823,5,Perch
860,36.2,32.6,34.5,6.8786,5.0131,5,Perch
152,32.8,10.4,35.9,11.644,3.5213,5,Perch
767,34.8,34.4,19.2,8.3167,3.5856,5,Perch
747,17.9,20.5,11.6,10.8798,5.7709,5,Perch
1053,17.6,25.5,15.7,11.7632,2.6326,5,Perch
310,25.8,38.6,32,5.8598,6.2611,5,Perch
405,25.9,16.1,33.7,3.9392,7.92,5,Perch
38,16.7,26.3,44,12.7004,2.0711,5,Perch
573,24.3,13.1,43.1,7.9474,6.8261,5,Perch
325,24.8,18.8,17.1,4.8241,3.6079,5,Perch
716,35.8,9.5,34,4.9594,5.5281,5,Perch
336,27.2,20.2,9.2,12.914,3.361,5,Perch
54,14,30.6,45.1,6.8611,5.0321,5,Perch
968,22.2,24.9,42.2,6.4203,5.7042,5,Perch
134,34.8,18.1,14.2,7.0521,1.3011,5,Perch
901,35.6,32.3,29.1,2.3169,6.65,5,Perch
752,10.1,21.3,31.8,2.1028,2.6031,5,Perch
473,22.6,22.4,9.6,12.4449,1.7936,5,Perch
594,26.2,37.3,30.4,4.4133,2.9381,5,Perch
772,38.6,39.6,27.2,2.3332,2.3692,5,Perch
806,16.2,19.7,8.7,3.607,6.5037,5,Perch
787,38.1,29.4,24.1,5.5427,5.7425,5,Perch
389,29.7,34.1,37.8,9.0749,7.1765,5,Perch
585,32.9,29.1,18,10.4362,4.9088,5,Perch
958,19.3,33.6,22,9.2239,5.5703,5,Perch
271,28.5,26.2,20.4,12.0351,7.5729,5,Perch
439,23.3,18.1,37.3,2.051,7.0216,5,Perch
500,11.6,16,45.4,5.3057,6.5765,5,Perch
918,8.9,12.4,18.7,9.6975,3.6653,5,Perch
274,21.2,37,28.2,9.3523,7.2411,5,Perch
474,13.6,19.8,8.7,12.3661,3.4846,5,Perch
104,35.8,12.9,8.9,11.961,3.7657,5,Perch
947,29.5,29.6,38.9,10.5214,6.8039,5,Perch
777,25.5,23.8,22.5,9.8703,3.8137,5,Perch
617,23.9,40.6,8.5,2.0506,2.1741,5,Perch
848,8.4,12.5,13.4,10.1807,6.7682,5,Perch
371,34.5,18,15.7,10.7799,4.1958,5,Perch
694,10.9,9.2,39.3,8.2771,1.5836,5,Perch
934,27.8,24.1,26.6,9.078,2.4514,5,Perch
573,7.9,28.8,24.3,5.816,7.1914,5,Perch
838,33.8,28.4,44.3,12.1907,2.6121,5,Perch
871,39.1,31.1,43.3,6.1752,6.7029,5,Perch
327,36.4,39.4,41.9,11.6711,2.4942,5,Perch
893,15.2,36.2,19.4,6.8179,2.0767,5,Perch
427,34.1,31.5,12.2,7.8645,1.133,5,Perch
559,24.6,30.4,23.7,11.7342,6.3202,5,Perch
978,28.1,9.6,29.3,11.4578,2.7545,5,Perch
874,37.8,40.9,36.8,5.4004,5.539,5,Perch
1040,38.8,16.3,23,9.0571,6.7143,5,Perch
116,34.7,33.6,25.6,4.2995,3.5062,5,Perch
322,7.3,24.7,9.3,2.0789,5.2987,5,Perch
809,14.7,19.1,28.5,2.9534,6.8493,5,Perch
51,21.5,21,34.9,11.9996,6.6408,5,Perch
211,11.3,20.1,13.2,7.8375,1.7269,5,Perch
304,24.5,29.2,42.9,10.8956,2.9658,5,Perch
420,21.8,27.7,39.4,7.001,3.1496,5,Perch
372,33.7,30.5,34.4,11.0744,6.1073,5,Perch
917,22,27.9,37,8.5162,3.3584,5,Perch
552,7.9,35.1,32.1,6.5273,4.5353,5,Perch
1052,29.4,10.4,9,6.7124,4.2182,5,Perch
282,30.4,15.9,41.6,3.2528,7.4705,5,Perch
515,28,34.1,22.5,8.9649,1.8139,5,Perch
359,24.2,41.5,20.1,9.12,5.0383,5,Perch
989,13.3,32.8,9.6,6.362,2.1209,5,Perch
975,37,39.2,8.2,3.8212,2.7237,5,Perch
1030,17.5,26.6,10.9,5.3249,7.6706,5,Perch
514,22.2,19,26.5,4.4408,2.9053,5,Perch
516,31.6,15.8,12.4,10.2637,4.2624,5,Perch
780,24.7,10.9,20.8,10.9678,4.8282,5,Perch
791,13.9,28.3,26.5,4.6522,1.4364,5,Perch
458,19.3,22,35.8,9.9255,3.6834,5,Perch
744,23.5,10.6,8.5,4.8818,6.018,5,Perch
444,23.1,37.1,41.5,5.9295,2.9267,5,Perch
370,24.3,12.3,36.9,12.4319,1.6897,5,Perch
274,26.7,40.7,36,7.2973,5.9414,5,Perch
84,29.8,22.7,30.2,8.1176,1.5311,5,Perch
383,28.9,27.1,16.8,4.8946,2.9733,5,Perch
27,29.2,14.1,34.4,3.1836,6.9122,5,Perch
150,8.6,32.9,40.3,11.0082,1.8819,5,Perch
198,35,22.9,12.3,12.5966,5.9593,5,Perch
957,8,37.1,9.9,12.4139,5.2715,5,Perch
291,28,38.3,44.9,3.6627,3.9755,5,Perch
806,29.3,31,45.5,10.66,3.936,5,Perch
762,9,36.7,12,2.0031,6.5455,5,Perch
665,29.2,22.8,25.2,5.1133,1.9153,5,Perch
1026,13.6,12.7,8,5.5816,4.2879,5,Perch
220,13.4,17.2,15.7,7.4964,7.4846,5,Perch
789,31.9,15,41.5,5.0124,4.2252,5,Perch
824,12.4,8.1,8.4,2.312,3.1046,5,Perch
353,32,16.8,34.3,2.6745,4.6442,5,Perch
526,16.3,35.3,27.7,9.19,6.0956,5,Perch
375,19.1,13,26.5,5.6291,4.4614,5,Perch
708,22,31.9,11.6,2.8537,4.9333,5,Perch
567,31.7,8.4,21.1,12.8827,3.7169,5,Perch
606,12.1,26.1,28.7,7.2148,5.7166,5,Perch
280,30.4,24.5,28.3,2.9524,2.3355,5,Perch
56,8.2,17.8,18.8,12.2131,7.2706,5,Perch
111,36.9,39,25.8,11.6416,4.7267,5,Perch
345,23.8,23.2,42.1,3.2592,4.177,5,Perch
722,10.9,38.1,28.1,2.2458,6.596,5,Perch
349,16.9,16.4,28.3,6.0409,3.9751,5,Perch
641,32.2,27,24.7,4.7869,2.4899,5,Perch
325,24.2,23.1,41.8,10.2983,4.1885,5,Perch
64,17.7,35.2,24.1,7.9755,2.9888,5,Perch
574,35.1,34.7,45.3,7.4027,4.1502,5,Perch
577,38.1,26.1,42.4,3.3429,2.8677,5,Perch
720,8.6,32.9,45,12.1168,7.3959,5,Perch
208,16,37.1,21.5,3.5857,2.0112,5,Perch
108,32.2,20.2,43.9,5.9147,6.3286,5,Perch
728,7.9,31.1,28.1,11.7788,4.1902,5,Perch
730,22.4,31.8,35.7,4.2692,1.0847,5,Perch
890,28.3,36.7,29.9,9.771,4.6808,5,Perch
725,38.4,35.4,32.3,5.663,2.0734,5,Perch
22,11.4,35.2,45.2,7.9582,2.2163,5,Perch
918,13.5,35.1,26.8,11.3356,5.5978,5,Perch
809,37.2,42.1,33.9,4.342,2.2522,5,Perch
167,30.9,28.9,41.4,9.3701,4.8015,5,Perch
616,7.2,27.6,45.7,6.8677,4.7549,5,Perch
1088,23.6,32.8,21.4,7.0736,7.7773,5,Perch
589,26.3,21,45.4,8.4954,4.1818,5,Perch
792,11.7,18.6,41.7,2.1291,4.0179,5,Perch
816,33.2,42.8,32.7,9.7767,6.5536,5,Perch
146,28.7,20.6,32.4,3.7969,7.9992,5,Perch
683,38.6,12.1,40.8,10.1794,5.8432,5,Perch
760,29.5,31.2,34.7,6.7384,1.0205,5,Perch
72,31.5,12.8,41.9,10.0963,2.9842,5,Perch
85,25.2,12.8,14.6,5.0792,1.9963,5,Perch
785,19,32,33,8.7777,5.0248,5,Perch
10,30.1,8.6,23.1,11.1378,6.1051,5,Perch
809,38.8,26.6,22.3,8.895,7.8104,5,Perch
464,32.6,26.8,22.8,5.145,2.411,5,Perch
407,10.4,20.1,10.3,6.9458,1.0643,5,Perch
240,37.3,36.1,37.4,10.0112,2.4341,5,Perch
571,38.4,15.3,27.1,12.2302,3.3557,5,Perch
467,26.4,18,22.5,4.805,4.7577,5,Perch
996,31.3,32.4,9.6,11.1871,6.634,5,Perch
164,33.2,33.9,38.7,2.4835,6.4392,5,Perch
563,15.1,34.2,23.3,10.3469,2.0167,5,Perch
770,22,12.3,8.3,8.3664,7.519,5,Perch
473,11.1,31.9,18.4,9.6156,5.9699,5,Perch
919,19.3,23.1,18.2,7.7948,5.2024,5,Perch
708,17.4,28.6,40.1,12.5333,3.4524,5,Perch
817,7.2,17,20.6,4.593,1.3795,5,Perch
975,22.4,30.9,44.7,7.2834,6.037,5,Perch
784,11,25.8,44.1,3.0945,5.3301,5,Perch
362,38,26.5,9,3.1558,7.5581,5,Perch
485,23.1,18.3,23.4,8.1121,5.3297,5,Perch
698,12.4,11.1,35.2,4.0951,6.9566,5,Perch
127,20.9,35.8,21.6,9.3187,5.5337,5,Perch
1015,31.8,32.8,29.3,2.1225,2.6719,5,Perch
836,20.3,23.7,16.3,3.6793,4.2334,5,Perch
346,34.2,26.4,37.7,4.7729,5.1849,5,Perch
109,38.4,42.7,25.6,3.0167,5.5294,5,Perch
413,11.6,14.6,30.7,11.7348,5.3475,5,Perch
389,29.3,32.1,42.1,8.1595,2.6984,5,Perch
247,29,10,32.1,9.7877,2.703,5,Perch
1010,37.8,41.5,23,8.6606,1.0654,5,Perch
554,15.1,41.2,44.1,7.9001,2.2415,5,Perch
762,24.5,12.6,28.3,5.0186,6.3936,5,Perch
501,34,8.9,26.8,4.9976,5.216,5,Perch
228,34.1,37.3,14.2,7.8504,2.1495,5,Perch
207,25.6,14.9,42.5,8.9185,5.2301,5,Perch
767,38.6,19.3,20.8,7.8355,5.4846,5,Perch
557,16.3,25,19.6,5.6307,7.8838,5,Perch
461,17.4,29.4,40.2,3.7392,5.085,5,Perch
347,38.1,23.5,35.7,8.3754,2.9321,5,Perch
366,8.2,12.6,16.7,7.3021,1.522,5,Perch
956,12.1,37.4,44.7,11.3948,5.927,5,Perch
1075,23.6,31.9,41.2,6.5069,7.092,5,Perch
1056,30.6,32.2,25.5,6.2569,4.6887,5,Perch
142,24.1,42.1,31,6.8776,3.207,5,Perch
1002,39.4,27.3,24.1,10.5496,4.6387,5,Perch
219,37.3,15.1,13.4,4.1473,2.9401,5,Perch
29,35.4,40.5,9.4,4.0855,7.8535,5,Perch
781,22,32.9,31.9,3.8073,1.3918,5,Perch
40,7.2,26.4,31.5,12.3074,3.5186,5,Perch
306,26.8,40.1,31.7,11.3886,2.2345,5,Perch
933,19.4,38.2,20.6,3.4789,2.3446,5,Perch
